2024-12-02 15:28:49, c:/CoMong_Project/logs/power.log에서 816개의 데이터를 로드했습니다.
2024-12-02 15:28:49, c:/CoMong_Project/logs/blood_pressure.log에서 0개의 데이터를 로드했습니다.
2024-12-02 15:28:49, c:/CoMong_Project/logs/blood_sugar.log에서 0개의 데이터를 로드했습니다.
2024-12-02 15:28:49, c:/CoMong_Project/logs/depression_score.log에서 0개의 데이터를 로드했습니다.
2024-12-02 15:32:09, c:/CoMong_Project/logs/power.log에서 816개의 데이터를 로드했습니다.
2024-12-02 15:32:09, c:/CoMong_Project/logs/blood_pressure.log에서 0개의 데이터를 로드했습니다.
2024-12-02 15:32:09, c:/CoMong_Project/logs/blood_sugar.log에서 0개의 데이터를 로드했습니다.
2024-12-02 15:32:09, c:/CoMong_Project/logs/depression_score.log에서 0개의 데이터를 로드했습니다.
2024-12-02 15:33:10, c:/CoMong_Project/logs/power.log에서 816개의 데이터를 로드했습니다.
2024-12-02 15:33:10, c:/CoMong_Project/logs/blood_pressure.log에서 0개의 데이터를 로드했습니다.
2024-12-02 15:33:10, c:/CoMong_Project/logs/blood_sugar.log에서 0개의 데이터를 로드했습니다.
2024-12-02 15:33:10, c:/CoMong_Project/logs/depression_score.log에서 0개의 데이터를 로드했습니다.
2024-12-02 15:33:37, 57.570087
2024-12-02 15:33:42, 98.55109
2024-12-02 15:33:47, 15.413481
2024-12-02 15:33:52, 37.361916
2024-12-02 15:33:57, 77.44299
2024-12-02 15:34:02, 39.53746
2024-12-02 15:34:07, 85.49955
2024-12-02 15:34:13, 46.808605
2024-12-02 15:34:18, 97.70076
2024-12-02 15:34:23, 49.17109
2024-12-02 15:34:28, 68.54645
2024-12-02 15:34:33, 34.655136
2024-12-02 15:34:38, 50.152332
2024-12-02 15:34:43, 10.554308
2024-12-02 15:34:48, 73.306465
2024-12-02 15:34:52, 53.230434
2024-12-02 15:34:57, 94.24904
2024-12-02 15:35:02, 3.3857882
2024-12-02 15:35:07, 75.07075
2024-12-02 15:35:12, 20.459455
2024-12-02 15:35:17, 27.509706
2024-12-02 15:35:22, 39.830326
2024-12-02 15:35:27, 29.419315
2024-12-02 15:35:32, 12.39897
2024-12-02 15:35:37, 57.56085
2024-12-02 15:35:42, 3.3328056
2024-12-02 15:35:47, 57.115154
2024-12-02 15:35:52, 43.30691
